Wordform_GS2	Lemma_GS2	POS_GS2	Gram_GS2
микрооргазма	микрооргазм	NOUN	inan,gen,masc,sing
.	.	PUNCT	
Он	он	PRON	nom,masc,sing,3
засыпал	засыпать	VERB	perf,masc,ind,sing,past,fin,act
,	,	PUNCT	
ухватившись	ухватиться	VERB	perf,past,conv,mid
за	за	ADP	
ее	ее	DET	
пальцы	палец	NOUN	inan,acc,masc,plur
,	,	PUNCT	
и	и	CCONJ	
,	,	PUNCT	
оставляя	оставлять	VERB	imp,pres,conv,act
его	он	PRON	acc,masc,sing,3
,	,	PUNCT	
надо	надо	ADV	pos
было	быть	AUX	imp,neut,ind,sing,past,fin,act
с	с	ADP	
величайшей	большой	ADJ	ins,pos,fem,sing
осторожностью	осторожность	NOUN	inan,ins,fem,sing
высвобождать	высвобождать	VERB	imp,inf,act
руку	рука	NOUN	inan,acc,fem,sing
,	,	PUNCT	
чтобы	чтобы	SCONJ	cnd
он	он	PRON	nom,masc,sing,3
не	не	PART	
проснулся	проснуться	VERB	perf,masc,ind,sing,past,fin,mid
с	с	ADP	
криком	крик	NOUN	inan,ins,masc,sing
ужаса	ужас	NOUN	inan,gen,masc,sing
.	.	PUNCT	
-	-	PUNCT	
-	-	PUNCT	
Хотел	хотеть	VERB	imp,masc,ind,sing,past,fin,act
бы	бы	AUX	
добавить	добавить	VERB	perf,inf,act
разумное	разумный	ADJ	acc,pos,neut,sing
:	:	PUNCT	
как	как	ADV	pos
может	мочь	VERB	imp,ind,sing,3,pres,fin,act
инженер	инженер	NOUN	anim,nom,masc,sing
что-нибудь	что-нибудь	PRON	acc
портить	портить	VERB	imp,inf,act
?	?	PUNCT	
Не	не	PART	
сотвори	сотвореть	VERB	imp,imp,sing,2,fin,act
себе	себя	PRON	dat
кумира	кумир	NOUN	anim,acc,masc,sing
,	,	PUNCT	
Но	но	CCONJ	
лишь	лишь	PART	
люби	любить	VERB	imp,imp,sing,2,fin,act
,	,	PUNCT	
как	как	SCONJ	
Я	я	PRON	nom,sing,1
люблю	любить	VERB	imp,ind,sing,1,pres,fin,act
-	-	PUNCT	
-	-	PUNCT	
В	в	ADP	
твоем	твой	DET	loc,neut,sing
подобье	подобие	NOUN	inan,loc,neut,sing
-	-	PUNCT	
-	-	PUNCT	
Образ	образ	NOUN	inan,nom,masc,sing
Мира	мир	PROPN	inan,gen,masc,sing
,	,	PUNCT	
И	и	CCONJ	
не	не	PART	
скорби	скорбь	NOUN	inan,gen,masc,sing
,	,	PUNCT	
как	как	SCONJ	
Я	я	PRON	nom,sing,1
скорблю	скорбить	VERB	imp,ind,sing,1,pres,fin,act
.	.	PUNCT	
Я	я	PRON	nom,sing,1
заставил	заставить	VERB	perf,masc,ind,sing,past,fin,act
ее	она	PRON	acc,fem,sing,3
повторить	повторить	VERB	perf,inf,act
задание	задание	NOUN	inan,acc,neut,sing
.	.	PUNCT	
Тут	тут	ADV	pos
на	на	ADP	
кухню	кухня	NOUN	inan,acc,fem,sing
явилась	явиться	VERB	perf,fem,ind,sing,past,fin,mid
Майка	Майк	PROPN	inan,nom,fem,sing
.	.	PUNCT	
-	-	PUNCT	
-	-	PUNCT	
А	а	CCONJ	
вы	вы	PRON	nom,plur,2
разбудите	разбудить	VERB	imp,ind,plur,2,pres,fin,act
нас	мы	PRON	acc,plur,1
,	,	PUNCT	
если	если	SCONJ	
новый	новый	ADJ	nom,pos,masc,sing
цыпленок	цыпленка	NOUN	inan,nom,masc,sing
выведется	выведться	VERB	perf,ind,sing,3,fut,fin,mid
?	?	PUNCT	
Но	но	CCONJ	
на	на	ADP	
этот	этот	DET	acc,masc,sing
раз	раз	NOUN	inan,acc,masc,sing
его	он	PRON	acc,masc,sing,3
совсем	совсем	ADV	pos
не	не	PART	
было	быть	VERB	imp,neut,ind,sing,past,fin,act
.	.	PUNCT	
-	-	PUNCT	
-	-	PUNCT	
Тартасов	Тартасов	PROPN	anim,nom,masc,sing
хитрец	хитрец	NOUN	anim,nom,masc,sing
.	.	PUNCT	
Как	как	SCONJ	
все	весь	DET	nom,plur
писатели	писатель	NOUN	anim,nom,masc,plur
.	.	PUNCT	
.	.	PUNCT	
.	.	PUNCT	
Таков	таков	ADJ	pos,masc,sing,short
их	их	DET	
удел	удел	NOUN	inan,nom,masc,sing
.	.	PUNCT	
Стояли	стоять	VERB	imp,ind,plur,past,fin,act
в	в	ADP	
кружок	кружка	NOUN	inan,acc,masc,sing
и	и	CCONJ	
по-честному	по-честному	ADV	pos
рассуждали	рассуждать	VERB	imp,ind,plur,past,fin,act
.	.	PUNCT	
Небо	небо	NOUN	inan,nom,neut,sing
,	,	PUNCT	
в	в	ADP	
которое	который	PRON	acc
можно	можно	ADV	pos
глядеть	глядеть	VERB	imp,inf,act
.	.	PUNCT	
.	.	PUNCT	
.	.	PUNCT	
Задрав	задрать	VERB	perf,past,conv,act
голову	голова	NOUN	inan,acc,fem,sing
.	.	PUNCT	
.	.	PUNCT	
.	.	PUNCT	
Идти	идти	VERB	imp,inf,act
и	и	CCONJ	
думать	думать	VERB	imp,inf,act
о	о	ADP	
синеве	синева	NOUN	inan,loc,masc,sing
.	.	PUNCT	
Внеконфессиональное	Внеконфессиональный	ADJ	nom,pos,neut,sing
государство	государство	NOUN	inan,nom,neut,sing
представляет	представлять	VERB	imp,ind,sing,3,pres,fin,act
собой	себя	PRON	ins
государство	государство	NOUN	inan,nom,neut,sing
,	,	PUNCT	
которое	который	PRON	nom
сознательно	сознательно	ADV	pos
отстраняет	отстранявать	VERB	imp,ind,sing,3,pres,fin,act
себя	себя	PRON	acc
от	от	ADP	
всего	все	PRON	inan,gen,neut,sing
,	,	PUNCT	
что	что	PRON	nom
происходит	происходить	VERB	imp,ind,sing,3,pres,fin,act
в	в	ADP	
лоне	лоно	NOUN	inan,loc,masc,sing
религии	религия	NOUN	inan,gen,fem,sing
,	,	PUNCT	
позволяя	позволять	VERB	imp,pres,conv,act
решать	решать	VERB	imp,inf,act
эти	этот	DET	acc,plur
вопросы	вопрос	NOUN	inan,acc,masc,plur
гражданскому	гражданский	ADJ	dat,pos,neut,sing
обществу	общество	NOUN	inan,dat,neut,sing
.	.	PUNCT	
Неуведомление	Неуведомление	NOUN	inan,nom,neut,sing
или	или	CCONJ	
несвоевременное	несвоевременный	ADJ	nom,pos,neut,sing
уведомление	уведомление	NOUN	inan,nom,neut,sing
об	о	ADP	
указанных	указать	ADJ	loc,pos,plur
обстоятельствах	обстоятельство	NOUN	inan,loc,neut,plur
лишает	лишить	VERB	imp,ind,sing,3,pres,fin,act
Стороны	Сторона	PROPN	inan,nom,fem,plur
права	право	NOUN	inan,gen,neut,sing
ссылаться	ссылаться	VERB	imp,inf,mid
на	на	ADP	
любые	любой	DET	acc,plur
из	из	ADP	
этих	этот	DET	gen,plur
обстоятельств	обстоятельство	NOUN	inan,gen,neut,plur
и	и	CCONJ	
не	не	PART	
освобождает	освобождать	VERB	imp,ind,sing,3,pres,fin,act
от	от	ADP	
ответственности	ответственность	NOUN	inan,gen,fem,sing
по	по	ADP	
настоящему	настоящий	ADJ	dat,pos,masc,sing
Договору	договор	PROPN	inan,dat,masc,sing
.	.	PUNCT	
Президиум	президиум	NOUN	inan,nom,masc,sing
Высшего	высший	ADJ	gen,pos,masc,sing
Арбитражного	арбитражный	ADJ	gen,pos,masc,sing
Суда	суд	PROPN	inan,gen,masc,sing
РФ	РФ	PROPN	inan,gen,fem,sing
в	в	ADP	
информационном	информационный	ADJ	loc,pos,neut,sing
письме	письмо	NOUN	inan,loc,neut,sing
от	от	ADP	
29	29	NUM	
сентября	сентябрь	NOUN	inan,gen,masc,sing
1999	1999	NUM	
г	год	NOUN	inan,gen,masc,sing
.	.	PUNCT	
№	№	SYM	
48	48	NUM	
"	"	PUNCT	
О	о	ADP	
некоторых	некоторый	DET	loc,plur
вопросах	вопрос	NOUN	inan,loc,masc,plur
судебной	судебный	ADJ	gen,pos,fem,sing
практики	практика	NOUN	inan,gen,fem,sing
,	,	PUNCT	
возникающих	возникать	VERB	imp,gen,plur,pres,part,act
при	при	ADP	
рассмотрении	рассмотрение	NOUN	inan,loc,neut,sing
споров	спор	NOUN	inan,gen,masc,plur
,	,	PUNCT	
связанных	связать	VERB	perf,gen,plur,past,part,pass
с	с	ADP	
договорами	договор	NOUN	inan,ins,masc,plur
на	на	ADP	
оказание	оказание	NOUN	inan,acc,neut,sing
правовых	правовой	ADJ	gen,pos,plur
услуг	услуга	NOUN	inan,gen,fem,plur
"	"	PUNCT	
,	,	PUNCT	
отметил	отметить	VERB	perf,masc,ind,sing,past,fin,act
,	,	PUNCT	
что	что	SCONJ	
не	не	PART	
подлежат	подлежать	VERB	imp,ind,plur,3,pres,fin,act
удовлетворению	удовлетворение	NOUN	inan,dat,neut,sing
требования	требование	NOUN	inan,gen,neut,sing
исполнителя	исполнитель	NOUN	anim,gen,masc,sing
о	о	ADP	
выплате	выплата	NOUN	inan,loc,fem,sing
вознаграждения	вознаграждение	NOUN	inan,gen,neut,sing
,	,	PUNCT	
если	если	SCONJ	
истец	истец	NOUN	anim,nom,masc,sing
обосновывает	обосновывавать	VERB	imp,ind,sing,3,pres,fin,act
их	их	PRON	acc,plur,3
условием	условие	NOUN	inan,ins,neut,sing
договора	договор	NOUN	inan,gen,masc,sing
,	,	PUNCT	
ставящим	ставить	VERB	imp,ins,masc,sing,pres,part,act
размер	размер	NOUN	inan,acc,masc,sing
оплаты	оплата	NOUN	inan,gen,fem,sing
услуг	услуга	NOUN	inan,gen,fem,plur
в	в	ADP	
зависимость	зависимость	NOUN	inan,acc,fem,sing
от	от	ADP	
решения	решение	NOUN	inan,gen,neut,sing
суда	суд	NOUN	inan,gen,masc,sing
или	или	CCONJ	
государственного	государственный	ADJ	gen,pos,masc,sing
органа	орган	NOUN	inan,gen,masc,sing
,	,	PUNCT	
которое	который	PRON	nom
будет	быть	AUX	imp,ind,sing,3,pres,fin,act
принято	принять	VERB	perf,neut,sing,past,short,part,pass
в	в	ADP	
будущем	будущее	NOUN	inan,loc,neut,sing
.	.	PUNCT	
После	после	ADP	
произнесения	произнесение	NOUN	inan,gen,neut,sing
речей	речь	NOUN	anim,gen,masc,plur
всеми	весь	DET	ins,plur
лицами	лицо	NOUN	inan,ins,neut,plur
,	,	PUNCT	
участвующими	участвовать	VERB	imp,ins,plur,pres,part,act
в	в	ADP	
деле	дело	NOUN	inan,loc,neut,sing
,	,	PUNCT	
их	их	DET	
представителями	представитель	NOUN	anim,ins,masc,plur
они	они	PRON	nom,plur,3
могут	мочь	VERB	imp,ind,plur,3,pres,fin,act
выступить	выступить	VERB	perf,inf,act
с	с	ADP	
репликами	реплика	NOUN	inan,ins,fem,plur
в	в	ADP	
связи	связь	NOUN	inan,loc,fem,sing
со	с	ADP	
сказанным	сказать	VERB	perf,ins,neut,sing,past,part,pass
.	.	PUNCT	
Протокол	протокости	NOUN	inan,nom,masc,sing
судебного	судебный	ADJ	gen,pos,neut,sing
заседания	заседание	NOUN	inan,gen,neut,sing
или	или	CCONJ	
совершенного	совершить	VERB	perf,gen,neut,sing,past,part,pass
вне	вне	ADP	
судебного	судебный	ADJ	gen,pos,neut,sing
заседания	заседание	NOUN	inan,gen,neut,sing
отдельного	отдельный	ADJ	gen,pos,neut,sing
процессуального	процессуальный	ADJ	gen,pos,neut,sing
действия	действие	NOUN	inan,gen,neut,sing
должен	должен	ADJ	pos,masc,sing,short
отражать	отражать	VERB	imp,inf,act
все	весь	DET	acc,plur
существенные	существенный	ADJ	inan,acc,pos,plur
сведения	сведение	NOUN	inan,acc,neut,plur
о	о	ADP	
разбирательстве	разбирательство	NOUN	inan,loc,neut,sing
дела	дело	NOUN	inan,gen,neut,sing
или	или	CCONJ	
совершении	совершение	NOUN	inan,loc,neut,sing
отдельного	отдельный	ADJ	gen,pos,neut,sing
процессуального	процессуальный	ADJ	gen,pos,neut,sing
действия	действие	NOUN	inan,gen,neut,sing
.	.	PUNCT	
Лицо	лицо	NOUN	inan,nom,neut,sing
,	,	PUNCT	
представляющее	представлять	VERB	imp,nom,neut,sing,pres,part,act
аудио	аудио	NOUN	inan,ins,neut,sing
-	-	PUNCT	
и	и	CCONJ	
(	(	PUNCT	
или	или	CCONJ	
)	)	PUNCT	
видеозаписи	видеозапись	NOUN	inan,nom,fem,plur
на	на	ADP	
электронном	электронный	ADJ	loc,pos,masc,sing
или	или	CCONJ	
ином	иной	ADJ	loc,pos,masc,sing
носителе	носитель	NOUN	inan,loc,masc,sing
либо	либо	CCONJ	
ходатайствующее	ходатайствовать	VERB	imp,nom,neut,sing,pres,part,act
об	о	ADP	
их	их	DET	
истребовании	истребование	NOUN	inan,loc,neut,sing
,	,	PUNCT	
обязано	обязать	ADJ	pos,neut,sing,short
указать	указать	VERB	perf,inf,act
,	,	PUNCT	
когда	когда	SCONJ	
,	,	PUNCT	
кем	кто	PRON	ins
и	и	PART	
в	в	ADP	
каких	какой	DET	loc,plur
условиях	условие	NOUN	inan,loc,neut,plur
осуществлялись	осуществляться	VERB	imp,ind,plur,past,fin,pass
записи	запись	NOUN	inan,nom,fem,plur
.	.	PUNCT	
Решения	решение	NOUN	inan,nom,neut,plur
нижестоящей	нижестоящий	ADJ	gen,pos,fem,sing
комиссии	комиссия	NOUN	inan,gen,fem,sing
по	по	ADP	
проведению	проведение	NOUN	inan,dat,neut,sing
референдума	референдум	NOUN	inan,gen,masc,sing
Российской	российский	ADJ	gen,pos,fem,sing
Федерации	Федерация	PROPN	inan,gen,fem,sing
могут	мочь	VERB	imp,ind,plur,3,pres,fin,act
быть	быть	AUX	imp,inf,act
отменены	отменить	VERB	perf,plur,past,short,part,pass
,	,	PUNCT	
а	а	CCONJ	
ее	ее	DET	
действия	действие	NOUN	inan,nom,neut,plur
могут	мочь	VERB	imp,ind,plur,3,pres,fin,act
быть	быть	AUX	imp,inf,act
приостановлены	приостановить	VERB	perf,plur,past,short,part,pass
вышестоящей	вышестоящий	ADJ	ins,pos,fem,sing
комиссией	комиссия	NOUN	inan,ins,fem,sing
по	по	ADP	
проведению	проведение	NOUN	inan,dat,neut,sing
референдума	референдум	NOUN	inan,gen,masc,sing
Российской	российский	ADJ	gen,pos,fem,sing
Федерации	Федерация	PROPN	inan,gen,fem,sing
.	.	PUNCT	
Решение	решение	NOUN	inan,nom,neut,sing
,	,	PUNCT	
принятое	принять	VERB	perf,nom,neut,sing,past,part,pass
на	на	ADP	
референдуме	референдум	NOUN	inan,loc,masc,sing
Российской	российский	ADJ	gen,pos,fem,sing
Федерации	Федерация	PROPN	inan,gen,fem,sing
,	,	PUNCT	
является	являться	VERB	imp,ind,sing,3,pres,fin,mid
общеобязательным	общеобязательный	ADJ	ins,pos,neut,sing
и	и	CCONJ	
не	не	PART	
нуждается	нуждаться	VERB	imp,ind,sing,3,pres,fin,mid
в	в	ADP	
дополнительном	дополнительный	ADJ	loc,pos,neut,sing
утверждении	утверждений	NOUN	inan,loc,neut,sing
.	.	PUNCT	
Статья	статья	NOUN	inan,nom,fem,sing
86.3.	86.3	NUM	
3	3	NUM	
.	.	PUNCT	
Обособленные	Обособлеть	VERB	perf,nom,plur,past,part,pass
водные	водный	ADJ	nom,pos,plur
объекты	объект	NOUN	inan,nom,masc,plur
,	,	PUNCT	
находящиеся	находиться	VERB	imp,nom,plur,pres,part,mid
в	в	ADP	
собственности	собственность	NOUN	inan,loc,fem,sing
граждан	гражданин	NOUN	anim,gen,masc,plur
или	или	CCONJ	
юридических	юридический	ADJ	gen,pos,plur
лиц	лицо	NOUN	anim,gen,neut,plur
,	,	PUNCT	
в	в	ADP	
установленном	установить	VERB	perf,loc,masc,sing,past,part,pass
порядке	порядок	NOUN	inan,loc,masc,sing
могут	мочь	VERB	imp,ind,plur,3,pres,fin,act
использоваться	использовать	VERB	imp,inf,pass
как	как	SCONJ	
водные	водный	ADJ	nom,pos,plur
объекты	объект	NOUN	inan,nom,masc,plur
общего	общий	ADJ	gen,pos,neut,sing
пользования	пользование	NOUN	inan,gen,neut,sing
только	только	PART	
при	при	ADP	
условиях	условие	NOUN	inan,loc,neut,plur
регистрации	регистрация	NOUN	inan,gen,fem,sing
данного	данный	ADJ	gen,pos,neut,sing
ограничения	ограничение	NOUN	inan,gen,neut,sing
права	право	NOUN	inan,gen,neut,sing
собственности	собственность	NOUN	inan,gen,fem,sing
на	на	ADP	
обособленные	обособленный	VERB	inan,perf,acc,plur,past,part,pass
водные	водный	ADJ	inan,acc,pos,plur
объекты	объект	NOUN	inan,acc,masc,plur
в	в	ADP	
едином	единый	ADJ	loc,pos,masc,sing
государственном	государственный	ADJ	loc,pos,masc,sing
реестре	реестр	NOUN	inan,loc,masc,sing
и	и	CCONJ	
выплаты	выплата	NOUN	inan,acc,fem,plur
вознаграждения	вознаграждение	NOUN	inan,gen,neut,sing
собственнику	собственник	NOUN	anim,dat,masc,sing
.	.	PUNCT	
Государственный	государственный	ADJ	nom,pos,masc,sing
мониторинг	мониторинг	NOUN	inan,nom,masc,sing
водных	водный	ADJ	gen,pos,plur
объектов	объект	NOUN	inan,gen,masc,plur
ведется	вести	VERB	imp,ind,sing,3,pres,fin,pass
специально	специально	ADV	pos
уполномоченным	уполномочить	VERB	perf,ins,masc,sing,past,part,pass
государственным	государственный	ADJ	ins,pos,masc,sing
органом	орган	NOUN	inan,ins,masc,sing
управления	управление	NOUN	inan,gen,neut,sing
использованием	использование	NOUN	inan,ins,neut,sing
и	и	CCONJ	
охраной	охрана	NOUN	inan,ins,fem,sing
водного	водный	ADJ	gen,pos,masc,sing
фонда	фонд	NOUN	inan,gen,masc,sing
совместно	совместно	ADV	pos
со	с	ADP	
специально	специально	ADV	pos
уполномоченными	уполномочить	VERB	perf,ins,plur,past,part,pass
государственными	государственный	ADJ	ins,pos,plur
органами	орган	NOUN	inan,ins,masc,plur
в	в	ADP	
области	область	NOUN	inan,loc,fem,sing
охраны	охрана	NOUN	inan,gen,fem,sing
окружающей	окружать	VERB	imp,gen,fem,sing,pres,part,act
природной	природный	ADJ	gen,pos,fem,sing
среды	среда	NOUN	inan,gen,fem,sing
,	,	PUNCT	
с	с	ADP	
государственным	государственный	ADJ	ins,pos,masc,sing
органом	орган	NOUN	inan,ins,masc,sing
управления	управление	NOUN	inan,gen,neut,sing
в	в	ADP	
области	область	NOUN	inan,loc,fem,sing
гидрометеорологии	гидрометеорология	NOUN	inan,gen,fem,sing
и	и	CCONJ	
мониторинга	мониторинг	NOUN	inan,gen,masc,sing
окружающей	окружать	VERB	imp,gen,fem,sing,pres,part,act
среды	среда	NOUN	inan,gen,fem,sing
(	(	PUNCT	
по	по	ADP	
поверхностным	поверхностной	ADJ	dat,pos,plur
водным	водный	ADJ	dat,pos,plur
объектам	объект	NOUN	inan,dat,masc,plur
)	)	PUNCT	
и	и	CCONJ	
государственным	государственный	ADJ	ins,pos,masc,sing
органом	орган	NOUN	inan,ins,masc,sing
управления	управление	NOUN	inan,gen,neut,sing
использованием	использование	NOUN	inan,ins,neut,sing
и	и	CCONJ	
охраной	охрана	NOUN	inan,ins,fem,sing
недр	недра	NOUN	inan,gen,neut,plur
(	(	PUNCT	
по	по	ADP	
подземным	подземный	ADJ	dat,pos,plur
водным	водный	ADJ	dat,pos,plur
объектам	объект	NOUN	inan,dat,masc,plur
)	)	PUNCT	
.	.	PUNCT	
Фиктивное	Фиктивный	ADJ	nom,pos,neut,sing
или	или	CCONJ	
преднамеренное	преднамеренный	ADJ	nom,pos,neut,sing
банкротство	банкротство	NOUN	inan,nom,neut,sing
Осуществление	осуществление	NOUN	inan,nom,neut,sing
дисквалифицированным	дисквалифицировать	VERB	perf,ins,neut,sing,past,part,pass
лицом	лицо	NOUN	inan,ins,neut,sing
в	в	ADP	
течение	течение	NOUN	inan,acc,neut,sing
срока	срок	NOUN	inan,gen,masc,sing
дисквалификации	дисквалификация	NOUN	inan,gen,fem,sing
деятельности	деятельность	NOUN	inan,gen,fem,sing
по	по	ADP	
управлению	управление	NOUN	inan,dat,neut,sing
юридическим	юридический	ADJ	ins,pos,neut,sing
лицом	лицо	NOUN	inan,ins,neut,sing
-	-	PUNCT	
-	-	PUNCT	
влечет	влечь	VERB	imp,ind,sing,3,pres,fin,act
наложение	наложение	NOUN	inan,nom,neut,sing
административного	административный	ADJ	gen,pos,masc,sing
штрафа	штраф	NOUN	inan,gen,masc,sing
в	в	ADP	
размере	размер	NOUN	inan,loc,masc,sing
пятидесяти	пятьдесят	NUM	gen
минимальных	минимальный	ADJ	gen,pos,plur
размеров	размер	NOUN	inan,gen,masc,plur
оплаты	оплата	NOUN	inan,gen,fem,sing
труда	труд	NOUN	inan,gen,masc,sing
.	.	PUNCT	
В	в	ADP	
ИСПАНИИ	Испания	PROPN	inan,loc,fem,sing
Я	я	PRON	nom,sing,1
ДУМАЮ	Думай	VERB	imp,ind,sing,1,pres,fin,act
У	у	ADP	
УНИКАХИ	УНИКАХИ	PROPN	inan,acc,masc,sing
,	,	PUNCT	
ТАУ	ТАУ	PROPN	inan,acc,masc,sing
И	и	CCONJ	
БАРСЫ	БАРСА	PROPN	
ШАНСЫ	шанс	PROPN	
ОДИНАКОВЫЕ	одинаковый	ADJ	nom,pos,plur
-	-	PUNCT	
НО	но	CCONJ	
СТАВЛЮ	ставить	VERB	imp,ind,sing,1,pres,fin,act
НА	на	ADP	
УНИКАХУ	УНИКАХУ	NOUN	inan,acc,fem,sing
-	-	PUNCT	
БРАУН	Браун	PROPN	anim,nom,masc,sing
ВПЕРЁД	вперёд	PROPN	anim,nom,masc,sing
!	!	PUNCT	
!	!	PUNCT	
!	!	PUNCT	
Чувство	чувство	NOUN	inan,nom,neut,sing
ностальгии	ностальгия	NOUN	inan,gen,fem,sing
охватило	охватить	VERB	perf,neut,ind,sing,past,fin,act
с	с	ADP	
особенной	особенный	ADJ	ins,pos,fem,sing
силой	сила	NOUN	inan,ins,fem,sing
.	.	PUNCT	
.	.	PUNCT	
.	.	PUNCT	
скачал	скачать	VERB	perf,masc,ind,sing,past,fin,act
эмулятор	эмулятор	NOUN	inan,acc,masc,sing
Денди	Денди	PROPN	anim,gen,masc,sing
и	и	CCONJ	
пяток	пятка	NOUN	inan,gen,fem,plur
диснеевских	диснеевский	ADJ	gen,pos,plur
игр	игра	NOUN	inan,gen,fem,plur
.	.	PUNCT	
.	.	PUNCT	
.	.	PUNCT	
Плачу	плач	VERB	perf,ind,sing,1,fut,fin,act
от	от	ADP	
умиления	умиление	NOUN	inan,gen,neut,sing
.	.	PUNCT	
СКАЖИ	скажи	NOUN	anim,nom,masc,plur
НАРКОТИКАМ	наркотик	NOUN	anim,dat,masc,plur
НЕТ	нет	VERB	imp,ind,sing,3,pres,fin,act
Скажи	Скажи	VERB	perf,imp,sing,2,fin,act
наркотикам	наркотик	NOUN	inan,dat,masc,plur
:	:	PUNCT	
«Трям	«Трь	NOUN	inan,dat,fem,plur
!	!	PUNCT	
»	»	PUNCT	
Скажи	сказать	VERB	perf,imp,sing,2,fin,act
наркотикам	наркотик	NOUN	inan,dat,masc,plur
:	:	PUNCT	
«Чпок!	«чпок!	PUNCT	
»	»	PUNCT	
Своди	Сводя	VERB	perf,imp,sing,2,fin,act
наркотики	наркотик	NOUN	inan,acc,masc,plur
в	в	ADP	
цирк	цирк	NOUN	inan,acc,masc,sing
.	.	PUNCT	
Муж	муж	NOUN	anim,nom,masc,sing
работает	работать	VERB	imp,ind,sing,3,pres,fin,act
на	на	ADP	
дому	дом	NOUN	inan,par,masc,sing
(	(	PUNCT	
программер	программер	NOUN	inan,nom,masc,sing
)	)	PUNCT	
,	,	PUNCT	
часто	часто	ADV	pos
выезжает	выезжать	VERB	imp,ind,sing,3,pres,fin,act
по	по	ADP	
делам	дело	NOUN	inan,dat,neut,plur
или	или	CCONJ	
просто	просто	PART	
потусить	тусить	VERB	perf,inf,act
.	.	PUNCT	
"	"	PUNCT	
Прежде	прежде	ADV	pos
мы	мы	PRON	nom,plur,1
оперировали	оперировать	VERB	imp,ind,plur,past,fin,act
категориями	категория	NOUN	inan,ins,fem,plur
товаров	товар	NOUN	inan,gen,masc,plur
,	,	PUNCT	
которые	который	PRON	acc
необходимо	необходимый	ADJ	pos,neut,sing,short
продвигать	продвигать	VERB	imp,inf,act
.	.	PUNCT	
Теперь	теперь	ADV	pos
стремимся	стремиться	VERB	imp,ind,plur,1,pres,fin,mid
оперировать	оперировать	VERB	imp,inf,act
финансовыми	финансовый	ADJ	ins,pos,plur
показателями	показатель	NOUN	inan,ins,masc,plur
,	,	PUNCT	
чтобы	чтобы	SCONJ	cnd
лучше	хорошо	ADV	cmp
видеть	видеть	VERB	imp,inf,act
выгодность	выгодность	NOUN	inan,acc,fem,sing
и	и	CCONJ	
перспективность	перспективность	NOUN	inan,acc,fem,sing
того	тот	DET	gen,neut,sing
или	или	CCONJ	
иного	иной	ADJ	gen,pos,neut,sing
направления	направление	NOUN	inan,gen,neut,sing
.	.	PUNCT	
Мы	мы	PRON	nom,plur,1
уже	уже	ADV	pos
выяснили	выяснить	VERB	perf,ind,plur,past,fin,act
,	,	PUNCT	
что	что	SCONJ	
некоторые	некоторый	DET	nom,plur
из	из	ADP	
них	они	PRON	gen,plur,3
не	не	PART	
настолько	настолько	ADV	pos
выгодны	выгодный	ADJ	pos,plur,short
,	,	PUNCT	
как	как	SCONJ	
казалось	казаться	VERB	imp,neut,ind,sing,past,fin,mid
раньше	ранее	ADV	cmp
"	"	PUNCT	
,	,	PUNCT	
пояснил	пояснить	VERB	perf,masc,ind,sing,past,fin,act
Краснов	Краснов	PROPN	anim,nom,masc,sing
новую	новый	ADJ	acc,pos,fem,sing
стратегию	стратегия	NOUN	inan,acc,fem,sing
.	.	PUNCT	
Какими	какой	DET	ins,plur
вы	вы	PRON	nom,plur,2
видите	видеть	VERB	imp,ind,plur,2,pres,fin,act
свои	свой	DET	acc,plur
перспективы	перспектива	NOUN	inan,acc,fem,plur
в	в	ADP	
этой	этот	DET	loc,fem,sing
области	область	NOUN	inan,loc,fem,sing
?	?	PUNCT	
В	в	ADP	
двух	два	NUM	loc
72	72	NUM	
-	-	PUNCT	
часовых	часовой	ADJ	loc,pos,plur
сессиях	сессия	NOUN	inan,loc,fem,plur
InnovationJam	InnovationJam	PROPN	yes
,	,	PUNCT	
проведенных	провести	VERB	perf,gen,plur,past,part,pass
по	по	ADP	
Internet	Internet	PROPN	yes
,	,	PUNCT	
приняло	принять	VERB	perf,neut,ind,sing,past,fin,act
участие	участие	NOUN	inan,acc,neut,sing
около	около	ADP	
105	105	NUM	
тыс	тысяча	NOUN	inan,gen,fem,plur
.	.	PUNCT	
человек	человек	NOUN	anim,gen,masc,plur
из	из	ADP	
104	104	NUM	
стран	страна	NOUN	inan,gen,fem,plur
,	,	PUNCT	
в	в	ADP	
том	тот	DET	loc,neut,sing
числе	число	NOUN	inan,loc,neut,sing
служащие	служащий	NOUN	anim,nom,masc,plur
IBM	ИБМ	PROPN	yes
,	,	PUNCT	
члены	член	NOUN	anim,nom,masc,plur
их	их	DET	
семей	семья	NOUN	inan,gen,fem,plur
,	,	PUNCT	
а	а	CCONJ	
также	также	PART	
сотрудники	сотрудник	NOUN	anim,nom,masc,plur
университетов	университет	NOUN	inan,gen,masc,plur
,	,	PUNCT	
клиенты	клиент	NOUN	anim,nom,masc,plur
корпорации	корпорация	NOUN	inan,gen,fem,sing
и	и	CCONJ	
ее	она	DET	
бизнес	бизнес	NOUN	inan,nom,masc,sing
-	-	PUNCT	
партнеры	партнер	NOUN	anim,nom,masc,plur
.	.	PUNCT	
Особые	особый	ADJ	nom,pos,plur
экономические	экономический	ADJ	nom,pos,plur
зоны	зона	NOUN	inan,nom,fem,plur
-	-	PUNCT	
