Wordform_GS2	Lemma_GS2	POS_GS2	Gram_GS2
её	её	ADJF	Fixd,Apro,Anph,masc,sing,nomn
её	её	ADJF	Fixd,Apro,Anph,masc,sing,gent
её	её	ADJF	Fixd,Apro,Anph,masc,sing,datv
её	её	ADJF	Fixd,Apro,Anph,masc,sing,accs
её	её	ADJF	Fixd,Apro,Anph,masc,sing,ablt
её	её	ADJF	Fixd,Apro,Anph,masc,sing,loct
её	её	ADJF	Fixd,Apro,Anph,femn,sing,nomn
её	её	ADJF	Fixd,Apro,Anph,femn,sing,gent
её	её	ADJF	Fixd,Apro,Anph,femn,sing,datv
её	её	ADJF	Fixd,Apro,Anph,femn,sing,accs
её	её	ADJF	Fixd,Apro,Anph,femn,sing,ablt
её	её	ADJF	Fixd,Apro,Anph,femn,sing,loct
её	её	ADJF	Fixd,Apro,Anph,neut,sing,nomn
её	её	ADJF	Fixd,Apro,Anph,neut,sing,gent
её	её	ADJF	Fixd,Apro,Anph,neut,sing,datv
её	её	ADJF	Fixd,Apro,Anph,neut,sing,accs
её	её	ADJF	Fixd,Apro,Anph,neut,sing,ablt
её	её	ADJF	Fixd,Apro,Anph,neut,sing,loct
её	её	ADJF	Fixd,Apro,Anph,plur,nomn
её	её	ADJF	Fixd,Apro,Anph,plur,gent
её	её	ADJF	Fixd,Apro,Anph,plur,datv
её	её	ADJF	Fixd,Apro,Anph,plur,ablt
её	её	ADJF	Fixd,Apro,Anph,plur,loct
повторить	повторить	INFN	perf,tran
задание	задание	NOUN	inan,neut,sing,nomn
задание	задание	NOUN	inan,neut,sing,accs
.	.	PNCT	
тут	тут	ADVB	Dmns
тут	тут	NOUN	inan,masc,sing,nomn
тут	тут	NOUN	inan,masc,sing,accs
тут	тута	NOUN	inan,femn,plur,gent
на	на	PREP	
кухню	кухня	NOUN	inan,femn,sing,accs
явилась	явиться	VERB	perf,intr,femn,sing,past,indc
майка	майк	NOUN	anim,masc,Name,sing,gent
майка	майк	NOUN	anim,masc,Name,sing,accs
майка	майка	NOUN	inan,femn,sing,nomn
.	.	PNCT	
--	--	PNCT	
а	а	CONJ	
вы	вы	NPRO	2per,plur,nomn
разбудите	разбудить	VERB	perf,tran,plur,2per,futr,indc
разбудите	разбудить	VERB	perf,tran,plur,impr,excl
нас	мы	NPRO	1per,plur,gent
нас	мы	NPRO	1per,plur,accs
нас	мы	NPRO	1per,plur,loct
,	,	PNCT	
если	если	CONJ	
новый	новый	ADJF	Qual,inan,masc,sing,accs
новый	новый	ADJF	Qual,masc,sing,nomn
цыплёнок	цыплёнок	NOUN	anim,masc,sing,nomn
выведется	вывестись	VERB	perf,intr,sing,3per,futr,indc
?	?	PNCT	
но	но	CONJ	
на	на	PREP	
этот	этот	ADJF	Apro,Subx,Anph,inan,masc,sing,accs
этот	этот	ADJF	Apro,Subx,Anph,masc,sing,nomn
раз	раз	NOUN	inan,masc,sing,accs
раз	раз	ADVB	
раз	раз	CONJ	
раз	раз	NOUN	inan,masc,sing,nomn
раз	раз	NOUN	inan,masc,plur,gent
его	он	NPRO	masc,3per,Anph,sing,accs
его	оно	NPRO	neut,3per,Anph,sing,gent
его	оно	NPRO	neut,3per,Anph,sing,accs
его	его	ADJF	Fixd,Apro,Anph,femn,sing,gent
его	его	ADJF	Fixd,Apro,Anph,neut,sing,gent
его	его	ADJF	Fixd,Apro,Anph,plur,nomn
его	его	ADJF	Fixd,Apro,Anph,plur,datv
его	он	NPRO	masc,3per,Anph,sing,gent
его	его	ADJF	Fixd,Apro,Anph,masc,sing,nomn
его	его	ADJF	Fixd,Apro,Anph,masc,sing,gent
его	его	ADJF	Fixd,Apro,Anph,masc,sing,datv
его	его	ADJF	Fixd,Apro,Anph,masc,sing,accs
его	его	ADJF	Fixd,Apro,Anph,masc,sing,ablt
его	его	ADJF	Fixd,Apro,Anph,masc,sing,loct
его	его	ADJF	Fixd,Apro,Anph,femn,sing,nomn
его	его	ADJF	Fixd,Apro,Anph,femn,sing,datv
его	его	ADJF	Fixd,Apro,Anph,femn,sing,accs
его	его	ADJF	Fixd,Apro,Anph,femn,sing,ablt
его	его	ADJF	Fixd,Apro,Anph,femn,sing,loct
его	его	ADJF	Fixd,Apro,Anph,neut,sing,nomn
его	его	ADJF	Fixd,Apro,Anph,neut,sing,datv
его	его	ADJF	Fixd,Apro,Anph,neut,sing,accs
его	его	ADJF	Fixd,Apro,Anph,neut,sing,ablt
его	его	ADJF	Fixd,Apro,Anph,neut,sing,loct
его	его	ADJF	Fixd,Apro,Anph,plur,gent
его	его	ADJF	Fixd,Apro,Anph,plur,accs
его	его	ADJF	Fixd,Apro,Anph,plur,ablt
его	его	ADJF	Fixd,Apro,Anph,plur,loct
совсем	совсем	ADVB	
не	не	PRCL	
было	быть	VERB	impf,intr,neut,sing,past,indc
.	.	PNCT	
--	--	PNCT	
тартасов	тартас	NOUN	anim,masc,plur,gent
тартасов	тартас	NOUN	anim,masc,plur,accs
тартасов	тартасова	NOUN	anim,femn,plur,gent
тартасов	тартасова	NOUN	anim,femn,plur,accs
тартасов	тартас	NOUN	anim,masc,Name,plur,gent
тартасов	тартас	NOUN	anim,masc,Name,plur,accs
хитрец	хитрец	NOUN	anim,masc,sing,nomn
.	.	PNCT	
как	как	CONJ	
как	как	ADVB	Ques
как	как	PRCL	
все	весь	ADJF	Apro,plur,nomn
всё	весь	ADJF	Apro,neut,sing,nomn
все	весь	ADJF	Apro,inan,plur,accs
всё	всё	ADVB	
всё	весь	ADJF	Apro,neut,sing,accs
писатели	писатель	NOUN	anim,masc,plur,nomn
...	...	PNCT	
таков	таков	ADJS	Apro,masc,sing
их	они	NPRO	3per,Anph,plur,gent
их	они	NPRO	3per,Anph,plur,accs
их	их	ADJF	Fixd,Apro,Anph,femn,sing,nomn
их	их	ADJF	Fixd,Apro,Anph,neut,sing,accs
их	их	ADJF	Fixd,Apro,Anph,plur,nomn
их	их	ADJF	Fixd,Apro,Anph,masc,sing,nomn
их	их	ADJF	Fixd,Apro,Anph,masc,sing,gent
их	их	ADJF	Fixd,Apro,Anph,masc,sing,datv
их	их	ADJF	Fixd,Apro,Anph,masc,sing,accs
их	их	ADJF	Fixd,Apro,Anph,masc,sing,ablt
их	их	ADJF	Fixd,Apro,Anph,masc,sing,loct
их	их	ADJF	Fixd,Apro,Anph,femn,sing,gent
их	их	ADJF	Fixd,Apro,Anph,femn,sing,datv
их	их	ADJF	Fixd,Apro,Anph,femn,sing,accs
их	их	ADJF	Fixd,Apro,Anph,femn,sing,ablt
их	их	ADJF	Fixd,Apro,Anph,femn,sing,loct
их	их	ADJF	Fixd,Apro,Anph,neut,sing,nomn
их	их	ADJF	Fixd,Apro,Anph,neut,sing,gent
их	их	ADJF	Fixd,Apro,Anph,neut,sing,datv
их	их	ADJF	Fixd,Apro,Anph,neut,sing,ablt
их	их	ADJF	Fixd,Apro,Anph,neut,sing,loct
их	их	ADJF	Fixd,Apro,Anph,plur,gent
их	их	ADJF	Fixd,Apro,Anph,plur,datv
их	их	ADJF	Fixd,Apro,Anph,plur,accs
их	их	ADJF	Fixd,Apro,Anph,plur,ablt
их	их	ADJF	Fixd,Apro,Anph,plur,loct
удел	удел	NOUN	inan,masc,sing,nomn
удел	удел	NOUN	inan,masc,sing,accs
.	.	PNCT	
стояли	стоять	VERB	impf,intr,plur,past,indc
в	в	PREP	
кружок	кружок	NOUN	inan,masc,sing,nomn
кружок	кружок	NOUN	inan,masc,sing,accs
и	и	CONJ	
по-честному	по-честному	ADVB	
рассуждали	рассуждать	VERB	impf,intr,plur,past,indc
.	.	PNCT	
небо	небо	NOUN	inan,neut,sing,nomn
небо	небо	NOUN	inan,neut,sing,accs
,	,	PNCT	
в	в	PREP	
которое	который	ADJF	Apro,Subx,Anph,neut,sing,nomn
которое	который	ADJF	Apro,Subx,Anph,neut,sing,accs
можно	можно	PRED	pres
глядеть	глядеть	INFN	impf,tran
...	...	PNCT	
задрав	задрать	GRND	perf,tran,past
голову	голова	NOUN	inan,femn,sing,accs
голову	голов	NOUN	anim,masc,Sgtm,Surn,sing,datv
голову	голов	NOUN	anim,femn,Sgtm,Surn,sing,accs
голову	голова	NOUN	anim,masc,sing,accs
...	...	PNCT	
идти	идти	INFN	impf,intr
и	и	CONJ	
думать	думать	INFN	impf,intr
думать	думать	INFN	impf,tran
о	о	PREP	
синеве	синева	NOUN	inan,femn,Sgtm,sing,datv
синеве	синева	NOUN	inan,femn,Sgtm,sing,loct
.	.	PNCT	
внеконфессиональное	внеконфессиональный	ADJF	neut,sing,nomn
внеконфессиональное	внеконфессиональный	ADJF	neut,sing,accs
государство	государство	NOUN	inan,neut,sing,nomn
государство	государство	NOUN	inan,neut,sing,accs
представляет	представлять	VERB	impf,tran,sing,3per,pres,indc
собой	себя	NPRO	Anph,sing,ablt
государство	государство	NOUN	inan,neut,sing,nomn
государство	государство	NOUN	inan,neut,sing,accs
,	,	PNCT	
которое	который	ADJF	Apro,Subx,Anph,neut,sing,nomn
которое	который	ADJF	Apro,Subx,Anph,neut,sing,accs
сознательно	сознательно	ADVB	
сознательно	сознательный	ADJS	Qual,neut,sing
отстраняет	отстранять	VERB	impf,tran,sing,3per,pres,indc
себя	себя	NPRO	Anph,sing,accs
себя	себя	NPRO	Anph,sing,gent
от	от	PREP	
всего	всего	ADVB	
всего	всего	PRCL	
всего	весь	ADJF	Apro,masc,sing,gent
всего	весь	ADJF	Apro,anim,masc,sing,accs
всего	весь	ADJF	Apro,neut,sing,gent
,	,	PNCT	
что	что	CONJ	
что	что	NPRO	neut,sing,accs
что	что	NPRO	neut,sing,nomn
что	что	PRCL	
что	что	ADVB	Ques
происходит	происходить	VERB	impf,intr,sing,3per,pres,indc
в	в	PREP	
лоне	лоно	NOUN	inan,neut,sing,loct
лоне	лона	NOUN	anim,femn,Name,sing,datv
лоне	лона	NOUN	anim,femn,Name,sing,loct
религии	религия	NOUN	inan,femn,sing,datv
религии	религия	NOUN	inan,femn,sing,gent
религии	религия	NOUN	inan,femn,sing,loct
религии	религия	NOUN	inan,femn,plur,nomn
религии	религия	NOUN	inan,femn,plur,accs
,	,	PNCT	
позволяя	позволять	GRND	impf,tran,pres
решать	решать	INFN	impf,tran
эти	этот	ADJF	Apro,Subx,Anph,plur,nomn
эти	этот	ADJF	Apro,Subx,Anph,inan,plur,accs
вопросы	вопрос	NOUN	inan,masc,plur,accs
вопросы	вопрос	NOUN	inan,masc,plur,nomn
гражданскому	гражданский	ADJF	masc,sing,datv
гражданскому	гражданский	ADJF	neut,sing,datv
обществу	общество	NOUN	inan,neut,sing,datv
.	.	PNCT	
неуведомление	неуведомление	NOUN	inan,neut,sing,accs
неуведомление	неуведомление	NOUN	inan,neut,sing,nomn
или	или	CONJ	
несвоевременное	несвоевременный	ADJF	neut,sing,nomn
несвоевременное	несвоевременный	ADJF	neut,sing,accs
уведомление	уведомление	NOUN	inan,neut,sing,accs
уведомление	уведомление	NOUN	inan,neut,sing,nomn
об	о	PREP	Vpre
указанных	указанный	ADJF	Qual,plur,gent
указанных	указанный	ADJF	Qual,anim,plur,accs
указанных	указанный	ADJF	Qual,plur,loct
указанных	указать	PRTF	perf,tran,past,pssv,plur,gent
указанных	указать	PRTF	perf,tran,past,pssv,anim,plur,accs
указанных	указать	PRTF	perf,tran,past,pssv,plur,loct
обстоятельствах	обстоятельство	NOUN	inan,neut,plur,loct
лишает	лишать	VERB	impf,tran,sing,3per,pres,indc
стороны	сторона	NOUN	inan,femn,sing,gent
права	право	NOUN	inan,neut,sing,gent
права	правый	ADJS	Qual,femn,sing
права	право	NOUN	inan,neut,plur,nomn
права	право	NOUN	inan,neut,plur,accs
ссылаться	ссылаться	INFN	impf,intr
на	на	PREP	
любые	любой	ADJF	Apro,plur,nomn
любые	любой	ADJF	Apro,inan,plur,accs
из	из	PREP	
этих	этот	ADJF	Apro,Subx,Anph,plur,gent
этих	этот	ADJF	Apro,Subx,Anph,plur,loct
этих	этот	ADJF	Apro,Subx,Anph,anim,plur,accs
обстоятельств	обстоятельство	NOUN	inan,neut,plur,gent
и	и	CONJ	
не	не	PRCL	
освобождает	освобождать	VERB	impf,tran,sing,3per,pres,indc
от	от	PREP	
ответственности	ответственность	NOUN	inan,femn,sing,datv
ответственности	ответственность	NOUN	inan,femn,sing,gent
ответственности	ответственность	NOUN	inan,femn,sing,loct
ответственности	ответственность	NOUN	inan,femn,plur,nomn
ответственности	ответственность	NOUN	inan,femn,plur,accs
по	по	PREP	
настоящему	настоящий	ADJF	masc,sing,datv
настоящему	настоящий	ADJF	neut,sing,datv
настоящему	настоящее	NOUN	inan,neut,sing,datv
договору	договор	NOUN	inan,masc,sing,datv
.	.	PNCT	
президиум	президиум	NOUN	inan,masc,sing,nomn
президиум	президиум	NOUN	inan,masc,sing,accs
высшего	высокий	ADJF	Supr,Qual,neut,sing,gent
высшего	высокий	ADJF	Supr,Qual,masc,sing,gent
высшего	высокий	ADJF	Supr,Qual,anim,masc,sing,accs
арбитражного	арбитражный	ADJF	masc,sing,gent
арбитражного	арбитражный	ADJF	anim,masc,sing,accs
арбитражного	арбитражный	ADJF	neut,sing,gent
суда	суд	NOUN	inan,masc,sing,gent
рф	рф	NOUN	inan,femn,Sgtm,Fixd,Abbr,Geox,sing,gent
рф	рф	NOUN	inan,femn,Sgtm,Fixd,Abbr,Geox,sing,loct
рф	рф	NOUN	inan,femn,Sgtm,Fixd,Abbr,Geox,sing,nomn
рф	рф	NOUN	inan,femn,Sgtm,Fixd,Abbr,Geox,sing,ablt
рф	рф	NOUN	inan,femn,Sgtm,Fixd,Abbr,Geox,sing,datv
рф	рф	NOUN	inan,femn,Sgtm,Fixd,Abbr,Geox,sing,accs
в	в	PREP	
информационном	информационный	ADJF	neut,sing,loct
информационном	информационный	ADJF	masc,sing,loct
письме	письмо	NOUN	inan,neut,sing,loct
от	от	PREP	
29	29	NUMB	intg
сентября	сентябрь	NOUN	inan,masc,sing,gent
1999	1999	NUMB	intg
г	год	NOUN	inan,masc,Fixd,Abbr,sing,nomn
г	год	NOUN	inan,masc,Fixd,Abbr,sing,gent
г	год	NOUN	inan,masc,Fixd,Abbr,sing,datv
г	год	NOUN	inan,masc,Fixd,Abbr,sing,accs
г	год	NOUN	inan,masc,Fixd,Abbr,sing,ablt
г	год	NOUN	inan,masc,Fixd,Abbr,sing,loct
г	год	NOUN	inan,masc,Fixd,Abbr,plur,nomn
г	год	NOUN	inan,masc,Fixd,Abbr,plur,gent
г	год	NOUN	inan,masc,Fixd,Abbr,plur,datv
г	год	NOUN	inan,masc,Fixd,Abbr,plur,accs
г	год	NOUN	inan,masc,Fixd,Abbr,plur,ablt
г	год	NOUN	inan,masc,Fixd,Abbr,plur,loct
.	.	PNCT	
№	№	UNKN	
48	48	NUMB	intg
``	``	UNKN	
о	о	PREP	
некоторых	некоторый	ADJF	Apro,plur,loct
некоторых	некоторый	ADJF	Apro,plur,gent
некоторых	некоторый	ADJF	Apro,anim,plur,accs
некоторых	некоторые	NPRO	plur,gent
некоторых	некоторые	NPRO	anim,plur,accs
некоторых	некоторые	NPRO	plur,loct
вопросах	вопрос	NOUN	inan,masc,plur,loct
судебной	судебный	ADJF	Qual,femn,sing,gent
судебной	судебный	ADJF	Qual,femn,sing,datv
судебной	судебный	ADJF	Qual,femn,sing,ablt
судебной	судебный	ADJF	Qual,femn,sing,loct
практики	практика	NOUN	inan,femn,sing,gent
практики	практик	NOUN	anim,masc,plur,nomn
практики	практика	NOUN	inan,femn,plur,nomn
практики	практика	NOUN	inan,femn,plur,accs
,	,	PNCT	
возникающих	возникать	PRTF	impf,intr,pres,actv,plur,gent
возникающих	возникать	PRTF	impf,intr,pres,actv,anim,plur,accs
возникающих	возникать	PRTF	impf,intr,pres,actv,plur,loct
при	при	PREP	
рассмотрении	рассмотрение	NOUN	inan,neut,sing,loct
споров	споровый	ADJS	Qual,masc,sing
споров	спор	NOUN	inan,masc,plur,gent
споров	спороть	GRND	perf,tran,past
,	,	PNCT	
связанных	связанный	ADJF	Qual,plur,gent
связанных	связанный	ADJF	Qual,anim,plur,accs
связанных	связанный	ADJF	Qual,plur,loct
связанных	связать	PRTF	perf,tran,past,pssv,plur,gent
связанных	связать	PRTF	perf,tran,past,pssv,anim,plur,accs
связанных	связать	PRTF	perf,tran,past,pssv,plur,loct
с	с	PREP	
договорами	договор	NOUN	inan,masc,plur,ablt
на	на	PREP	
оказание	оказание	NOUN	inan,neut,sing,accs
оказание	оказание	NOUN	inan,neut,sing,nomn
правовых	правовой	ADJF	plur,gent
правовых	правовой	ADJF	anim,plur,accs
правовых	правовой	ADJF	plur,loct
услуг	услуга	NOUN	inan,femn,plur,gent
''	''	PNCT	
,	,	PNCT	
отметил	отметить	VERB	perf,tran,masc,sing,past,indc
,	,	PNCT	
что	что	CONJ	
что	что	NPRO	neut,sing,accs
что	что	NPRO	neut,sing,nomn
что	что	PRCL	
что	что	ADVB	Ques
не	не	PRCL	
подлежат	подлежать	VERB	impf,intr,plur,3per,pres,indc
удовлетворению	удовлетворение	NOUN	inan,neut,sing,datv
требования	требование	NOUN	inan,neut,sing,gent
требования	требование	NOUN	inan,neut,plur,nomn
требования	требование	NOUN	inan,neut,plur,accs
исполнителя	исполнитель	NOUN	anim,masc,sing,gent
исполнителя	исполнитель	NOUN	anim,masc,sing,accs
о	о	PREP	
выплате	выплата	NOUN	inan,femn,sing,datv
выплате	выплата	NOUN	inan,femn,sing,loct
вознаграждения	вознаграждение	NOUN	inan,neut,sing,gent
вознаграждения	вознаграждение	NOUN	inan,neut,plur,nomn
вознаграждения	вознаграждение	NOUN	inan,neut,plur,accs
,	,	PNCT	
если	если	CONJ	
истец	истец	NOUN	anim,masc,sing,nomn
обосновывает	обосновывать	VERB	impf,tran,sing,3per,pres,indc
их	они	NPRO	3per,Anph,plur,gent
их	они	NPRO	3per,Anph,plur,accs
их	их	ADJF	Fixd,Apro,Anph,femn,sing,nomn
их	их	ADJF	Fixd,Apro,Anph,neut,sing,accs
их	их	ADJF	Fixd,Apro,Anph,plur,nomn
их	их	ADJF	Fixd,Apro,Anph,masc,sing,nomn
их	их	ADJF	Fixd,Apro,Anph,masc,sing,gent
их	их	ADJF	Fixd,Apro,Anph,masc,sing,datv
их	их	ADJF	Fixd,Apro,Anph,masc,sing,accs
их	их	ADJF	Fixd,Apro,Anph,masc,sing,ablt
их	их	ADJF	Fixd,Apro,Anph,masc,sing,loct
их	их	ADJF	Fixd,Apro,Anph,femn,sing,gent
их	их	ADJF	Fixd,Apro,Anph,femn,sing,datv
их	их	ADJF	Fixd,Apro,Anph,femn,sing,accs
их	их	ADJF	Fixd,Apro,Anph,femn,sing,ablt
их	их	ADJF	Fixd,Apro,Anph,femn,sing,loct
их	их	ADJF	Fixd,Apro,Anph,neut,sing,nomn
их	их	ADJF	Fixd,Apro,Anph,neut,sing,gent
их	их	ADJF	Fixd,Apro,Anph,neut,sing,datv
их	их	ADJF	Fixd,Apro,Anph,neut,sing,ablt
их	их	ADJF	Fixd,Apro,Anph,neut,sing,loct
их	их	ADJF	Fixd,Apro,Anph,plur,gent
их	их	ADJF	Fixd,Apro,Anph,plur,datv
их	их	ADJF	Fixd,Apro,Anph,plur,accs
их	их	ADJF	Fixd,Apro,Anph,plur,ablt
их	их	ADJF	Fixd,Apro,Anph,plur,loct
условием	условие	NOUN	inan,neut,sing,ablt
договора	договор	NOUN	inan,masc,sing,gent
,	,	PNCT	
ставящим	ставить	PRTF	impf,tran,pres,actv,masc,sing,ablt
ставящим	ставить	PRTF	impf,tran,pres,actv,neut,sing,ablt
ставящим	ставить	PRTF	impf,tran,pres,actv,plur,datv
размер	размер	NOUN	inan,masc,sing,nomn
размер	размер	NOUN	inan,masc,sing,accs
оплаты	оплата	NOUN	inan,femn,sing,gent
услуг	услуга	NOUN	inan,femn,plur,gent
в	в	PREP	
зависимость	зависимость	NOUN	inan,femn,sing,nomn
зависимость	зависимость	NOUN	inan,femn,sing,accs
от	от	PREP	
решения	решение	NOUN	inan,neut,sing,gent
суда	суд	NOUN	inan,masc,sing,gent
или	или	CONJ	
государственного	государственный	ADJF	neut,sing,gent
государственного	государственный	ADJF	masc,sing,gent
государственного	государственный	ADJF	anim,masc,sing,accs
органа	орган	NOUN	inan,masc,sing,gent
,	,	PNCT	
которое	который	ADJF	Apro,Subx,Anph,neut,sing,nomn
которое	который	ADJF	Apro,Subx,Anph,neut,sing,accs
будет	быть	VERB	impf,intr,sing,3per,futr,indc
принято	принять	PRTS	perf,past,pssv,neut,sing
принято	принятый	ADJS	neut,sing
в	в	PREP	
будущем	будущее	NOUN	inan,neut,sing,loct
будущем	будущий	ADJF	masc,sing,loct
будущем	будущий	ADJF	neut,sing,loct
.	.	PNCT	
после	после	PREP	
после	после	ADVB	
после	посол	NOUN	anim,masc,sing,loct
произнесения	произнесение	NOUN	inan,neut,sing,gent
произнесения	произнесение	NOUN	inan,neut,plur,nomn
произнесения	произнесение	NOUN	inan,neut,plur,accs
речей	речь	NOUN	inan,femn,plur,gent
всеми	весь	ADJF	Apro,plur,ablt
лицами	лицо	NOUN	anim,neut,plur,ablt
лицами	лицо	NOUN	inan,neut,plur,ablt
,	,	PNCT	
участвующими	участвовать	PRTF	impf,intr,pres,actv,plur,ablt
в	в	PREP	
деле	дело	NOUN	inan,neut,sing,loct
,	,	PNCT	
их	они	NPRO	3per,Anph,plur,gent
их	они	NPRO	3per,Anph,plur,accs
их	их	ADJF	Fixd,Apro,Anph,femn,sing,nomn
их	их	ADJF	Fixd,Apro,Anph,neut,sing,accs
их	их	ADJF	Fixd,Apro,Anph,plur,nomn
их	их	ADJF	Fixd,Apro,Anph,masc,sing,nomn
их	их	ADJF	Fixd,Apro,Anph,masc,sing,gent
их	их	ADJF	Fixd,Apro,Anph,masc,sing,datv
их	их	ADJF	Fixd,Apro,Anph,masc,sing,accs
их	их	ADJF	Fixd,Apro,Anph,masc,sing,ablt
их	их	ADJF	Fixd,Apro,Anph,masc,sing,loct
их	их	ADJF	Fixd,Apro,Anph,femn,sing,gent
их	их	ADJF	Fixd,Apro,Anph,femn,sing,datv
их	их	ADJF	Fixd,Apro,Anph,femn,sing,accs
их	их	ADJF	Fixd,Apro,Anph,femn,sing,ablt
их	их	ADJF	Fixd,Apro,Anph,femn,sing,loct
их	их	ADJF	Fixd,Apro,Anph,neut,sing,nomn
их	их	ADJF	Fixd,Apro,Anph,neut,sing,gent
их	их	ADJF	Fixd,Apro,Anph,neut,sing,datv
их	их	ADJF	Fixd,Apro,Anph,neut,sing,ablt
их	их	ADJF	Fixd,Apro,Anph,neut,sing,loct
их	их	ADJF	Fixd,Apro,Anph,plur,gent
их	их	ADJF	Fixd,Apro,Anph,plur,datv
их	их	ADJF	Fixd,Apro,Anph,plur,accs
их	их	ADJF	Fixd,Apro,Anph,plur,ablt
их	их	ADJF	Fixd,Apro,Anph,plur,loct
представителями	представитель	NOUN	anim,masc,plur,ablt
они	они	NPRO	3per,Anph,plur,nomn
могут	мочь	VERB	impf,intr,plur,3per,pres,indc
выступить	выступить	INFN	perf,intr
с	с	PREP	
репликами	реплика	NOUN	inan,femn,plur,ablt
в	в	PREP	
связи	связь	NOUN	inan,femn,sing,loc2
связи	связь	NOUN	inan,femn,sing,gent
связи	связь	NOUN	inan,femn,sing,datv
связи	связь	NOUN	inan,femn,sing,loct
связи	связь	NOUN	inan,femn,plur,nomn
связи	связь	NOUN	inan,femn,plur,accs
со	с	PREP	Vpre
сказанным	сказать	PRTF	perf,tran,past,pssv,masc,sing,ablt
сказанным	сказать	PRTF	perf,tran,past,pssv,neut,sing,ablt
сказанным	сказать	PRTF	perf,tran,past,pssv,plur,datv
.	.	PNCT	
протокол	протокол	NOUN	inan,masc,sing,accs
протокол	протокол	NOUN	inan,masc,sing,nomn
судебного	судебный	ADJF	Qual,neut,sing,gent
судебного	судебный	ADJF	Qual,masc,sing,gent
судебного	судебный	ADJF	Qual,anim,masc,sing,accs
заседания	заседание	NOUN	inan,neut,sing,gent
заседания	заседание	NOUN	inan,neut,plur,nomn
заседания	заседание	NOUN	inan,neut,plur,accs
или	или	CONJ	
совершенного	совершенный	ADJF	Qual,masc,sing,gent
совершенного	совершенный	ADJF	Qual,anim,masc,sing,accs
совершенного	совершенный	ADJF	Qual,neut,sing,gent
совершённого	совершить	PRTF	perf,tran,past,pssv,masc,sing,gent
совершённого	совершить	PRTF	perf,tran,past,pssv,anim,masc,sing,accs
совершённого	совершить	PRTF	perf,tran,past,pssv,neut,sing,gent
вне	вне	PREP	
вне	вне	ADVB	
судебного	судебный	ADJF	Qual,neut,sing,gent
судебного	судебный	ADJF	Qual,masc,sing,gent
судебного	судебный	ADJF	Qual,anim,masc,sing,accs
заседания	заседание	NOUN	inan,neut,sing,gent
заседания	заседание	NOUN	inan,neut,plur,nomn
заседания	заседание	NOUN	inan,neut,plur,accs
отдельного	отдельный	ADJF	Qual,neut,sing,gent
отдельного	отдельный	ADJF	Qual,masc,sing,gent
отдельного	отдельный	ADJF	Qual,anim,masc,sing,accs
процессуального	процессуальный	ADJF	neut,sing,gent
процессуального	процессуальный	ADJF	masc,sing,gent
процессуального	процессуальный	ADJF	anim,masc,sing,accs
действия	действие	NOUN	inan,neut,sing,gent
должен	должный	ADJS	masc,sing
отражать	отражать	INFN	impf,tran
все	весь	ADJF	Apro,plur,nomn
всё	весь	ADJF	Apro,neut,sing,nomn
все	весь	ADJF	Apro,inan,plur,accs
всё	всё	ADVB	
всё	весь	ADJF	Apro,neut,sing,accs
существенные	существенный	ADJF	Qual,plur,nomn
существенные	существенный	ADJF	Qual,inan,plur,accs
сведения	сведение	NOUN	inan,neut,sing,gent
сведения	сведение	NOUN	inan,neut,plur,nomn
сведения	сведение	NOUN	inan,neut,plur,accs
о	о	PREP	
разбирательстве	разбирательство	NOUN	inan,neut,sing,loct
дела	дело	NOUN	inan,neut,sing,gent
или	или	CONJ	
совершении	совершение	NOUN	inan,neut,sing,loct
отдельного	отдельный	ADJF	Qual,neut,sing,gent
отдельного	отдельный	ADJF	Qual,masc,sing,gent
отдельного	отдельный	ADJF	Qual,anim,masc,sing,accs
процессуального	процессуальный	ADJF	neut,sing,gent
процессуального	процессуальный	ADJF	masc,sing,gent
процессуального	процессуальный	ADJF	anim,masc,sing,accs
действия	действие	NOUN	inan,neut,sing,gent
.	.	PNCT	
лицо	лицо	NOUN	inan,neut,sing,nomn
лицо	лицо	NOUN	inan,neut,sing,accs
лицо	лицо	NOUN	anim,neut,sing,nomn
лицо	лицо	NOUN	anim,neut,sing,accs
,	,	PNCT	
представляющее	представлять	PRTF	impf,tran,pres,actv,neut,sing,nomn
представляющее	представлять	PRTF	impf,tran,pres,actv,neut,sing,accs
аудио-	аудио-	UNKN	
и	и	CONJ	
(	(	PNCT	
или	или	CONJ	
)	)	PNCT	
видеозаписи	видеозапись	NOUN	inan,femn,sing,gent
видеозаписи	видеозапись	NOUN	inan,femn,sing,datv
видеозаписи	видеозапись	NOUN	inan,femn,sing,loct
видеозаписи	видеозапись	NOUN	inan,femn,plur,nomn
видеозаписи	видеозапись	NOUN	inan,femn,plur,accs
на	на	PREP	
электронном	электронный	ADJF	masc,sing,loct
электронном	электронный	ADJF	neut,sing,loct
или	или	CONJ	
ином	иной	ADJF	Apro,neut,sing,loct
ином	иной	ADJF	Apro,masc,sing,loct
носителе	носитель	NOUN	inan,masc,sing,loct
носителе	носитель	NOUN	anim,masc,sing,loct
либо	либо	CONJ	
либо	либо	PRCL	
ходатайствующее	ходатайствовать	PRTF	impf,intr,pres,actv,neut,sing,nomn
ходатайствующее	ходатайствовать	PRTF	impf,intr,pres,actv,neut,sing,accs
об	о	PREP	Vpre
их	они	NPRO	3per,Anph,plur,gent
